YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Topic,Category,Question,Response,Age,Gender,RaceEthnicity,RiskFactor,RiskFactorResponse,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,Numerator,Sample_Size,LocationID,TopicID,CategoryID,QuestionID,ResponseID,DataValueTypeID,AgeID,GenderID,RaceEthnicityID,RiskFactorID,RiskFactorResponseID,GeoLocation,Geographic Level
2016,2017,WI,Wisconsin,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,55,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-89.8163707419996 44.3931911740004),
2016,2017,MD,Maryland,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,50.2,,,44.82,55.57,,618,24,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-76.6092601109996 39.2905809640004),
2016,2017,OK,Oklahoma,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,230,40,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-97.5210702139996 35.4720313560004),
2016,2017,AK,Alaska,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,56.16,,,50.44,61.77,,540,2,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-147.722059035999 64.8450799570005),
2016,2017,RI,Rhode Island,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,75.38,,,68.04,81.78,,427,44,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-71.5224703139996 41.7082801930004),
2016,2017,TN,Tennessee,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,47,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-85.7744909139996 35.6809405800004),
2016,2017,GA,Georgia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,48.84,,,43.95,53.74,,883,13,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-83.6275803459996 32.8396810930004),
2016,2017,WY,Wyoming,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,32.54,,,26.65,38.86,,496,56,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-108.109830352999 43.2355413430004),
2016,2017,OK,Oklahoma,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,28.51,,,22.35,35.31,,399,40,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-97.5210702139996 35.4720313560004),
2016,2017,SC,South Carolina,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,60,45,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-81.0453712069996 33.9988213030004),
2016,2017,CT,Connecticut,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,61,9,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-72.6498409519996 41.5626610200004),
2016,2017,MA,Massachusetts,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,73.94,,,70.63,77.05,,1597,25,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-72.0826906749996 42.2768704700004),
2016,2017,LA,Louisiana,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,22,TUTL,CNEED,CHNEED,RYES,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-92.4456800709996 31.3126606440004),
2016,2017,WA,Washington,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,53,TUTL,CNEED,CHNEED,RYES,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-120.470010789999 47.5222786290004),
2016,2017,VA,Virginia,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,72.88,,,69.3,76.25,,1574,51,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-78.4578904629996 37.5426806740004),
2016,2017,WI,Wisconsin,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,71.08,,,65.77,76,,809,55,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-89.8163707419996 44.3931911740004),
2016,2017,RI,Rhode Island,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,0.71,,,0.04,3.25,,425,44,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-71.5224703139996 41.7082801930004),
2016,2017,OR,Oregon,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,59,41,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-120.155031325999 44.5674494240004),
2016,2017,IN,Indiana,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,18,TUTL,CNEED,CHNEED,RYES,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-86.1499601939996 39.7669104520004),
2016,2017,SD,South Dakota,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,46,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-100.373530636999 44.3531300530004),
2016,2017,US,National,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,69.05,,,67.89,70.2,,36671,59,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,,
2016,2017,ID,Idaho,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,16,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-114.363730041999 43.6826300050004),
2016,2017,CT,Connecticut,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,80.92,,,76.35,84.94,,564,9,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-72.6498409519996 41.5626610200004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,1.48,,,0.6,3.03,,1004,50,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,SD,South Dakota,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,22.75,,,17.42,28.83,,433,46,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-100.373530636999 44.3531300530004),
2016,2017,WV,West Virginia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,15.19,,,9.99,21.75,,367,54,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-80.7126401349996 38.6655102020004),
2016,2017,ME,Maine,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,23,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-68.9850313359996 45.2542288940005),
2016,2017,DE,Delaware,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,69,10,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-75.5777411679996 39.0088306670004),
2016,2017,ME,Maine,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,48.1,,,42.02,54.21,,471,23,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-68.9850313359996 45.2542288940005),
2016,2017,SC,South Carolina,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,11.45,,,5.75,19.78,,136,45,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-81.0453712069996 33.9988213030004),
2016,2017,US,National,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,2.76,,,1.18,5.43,,2030,59,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GF,BLK,RFAPAR,RFTOT,,
2016,2017,NV,Nevada,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Male,All races,All participants,Total,%,Crude Prevalence,1.86,,,0.79,3.67,,414,32,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GM,ALLRACE,RFAPAR,RFTOT,POINT (-117.071840563999 39.4932403900004),
2016,2017,WI,Wisconsin,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,55,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-89.8163707419996 44.3931911740004),
2016,2017,UT,Utah,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,27,,,21.71,32.82,,427,49,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-111.587130634999 39.3607001710004),
2016,2017,CA,California,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,386,6,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-120.999999537999 37.6386401230004),
2016,2017,IA,Iowa,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,19,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,HISP,RFAPAR,RFTOT,POINT (-93.8164905559996 42.4694009130004),
2016,2017,MO,Missouri,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,76,29,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,BLK,RFAPAR,RFTOT,POINT (-92.5663000529996 38.6357907760004),
2016,2017,WY,Wyoming,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,21.43,,,17.52,25.75,,945,56,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-108.109830352999 43.2355413430004),
2016,2017,WI,Wisconsin,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,4.62,,,2.9,6.92,,1043,55,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-89.8163707419996 44.3931911740004),
2016,2017,AL,Alabama,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,1,TUTL,CNEED,CHNEED,RYES,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-86.6318607619996 32.8405711220004),
2016,2017,US,National,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,51.02,,,49.53,52.51,,18416,59,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GM,WHT,RFAPAR,RFTOT,,
2016,2017,HI,Hawaii,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Female,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,45.96,,,31.81,60.6,,80,15,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GF,WHT,RFAPAR,RFTOT,POINT (-157.857749402999 21.3048504350004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Other,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,41,50,TUTL,CPTYP,CHPTYP,COTH,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,26.46,,,21.14,32.33,,552,50,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,OH,Ohio,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,0.89,,,0.29,2.05,,1172,39,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-82.4042600559996 40.0602101410004),
2016,2017,US,National,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,"Hispanic, any race",All participants,Total,%,Crude Prevalence,69.66,,,67.24,72,,7963,59,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GALL,HISP,RFAPAR,RFTOT,,
2016,2017,DC,District Of Columbia,NSCH,Visual Function,Blind or Difficulty Seeing,Percentage of children who are blind or have problems with seeing even when wearing glasses,Yes,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,73,11,TVFUNC,CBLIND,CHBLND,RYES,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-77.0319611269996 38.8903713850004),
2016,2017,MI,Michigan,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,568,26,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,POINT (-84.7143902699996 44.6613195430005),
2016,2017,KY,Kentucky,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,82.18,,,78.29,85.64,,754,21,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-84.7749710479996 37.6459702710004),
2016,2017,NM,New Mexico,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,Male,"Hispanic, any race",All participants,Total,%,Crude Prevalence,69.59,,,60.44,77.73,,321,35,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GM,HISP,RFAPAR,RFTOT,POINT (-106.240580984999 34.5208809520004),
2016,2017,VT,Vermont,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Clinic,0-17 years,Female,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,41,50,TUTL,CPTYP,CHPTYP,RCLNC,,AGE017,GF,OTH,RFAPAR,RFTOT,POINT (-72.5176407909996 43.6253812390004),
2016,2017,DC,District Of Columbia,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,67.92,,,57.51,77.18,,213,11,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-77.0319611269996 38.8903713850004),
2016,2017,NH,New Hampshire,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"Hispanic, any race",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,33,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,HISP,RFAPAR,RFTOT,POINT (-71.5003609199996 43.6559501130004),
2016,2017,MS,Mississippi,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,17.68,,,8.98,29.8,,100,28,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-89.5380308249996 32.7455100990004),
2016,2017,FL,Florida,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Female,"Hispanic, any race",All participants,Total,%,Crude Prevalence,54.62,,,42.11,66.72,,144,12,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GF,HISP,RFAPAR,RFTOT,POINT (-81.9289605389996 28.9320403770004),
2016,2017,MO,Missouri,NSCH,Service Utilization,Screening,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters",Yes,0-17 years,All genders,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,66.47,,,62.08,70.66,,1163,29,TUTL,CSCRN,CHSCRN,RYES,,AGE017,GALL,WHT,RFAPAR,RFTOT,POINT (-92.5663000529996 38.6357907760004),
2016,2017,WA,Washington,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Female,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,53,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GF,BLK,RFAPAR,RFTOT,POINT (-120.470010789999 47.5222786290004),
2016,2017,CO,Colorado,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Eye doctor or eye specialist,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,62,8,TUTL,CPTYP,CHPTYP,REYESP,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-106.133610920999 38.8438407570004),
2016,2017,US,National,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,Female,All races,All participants,Total,%,Crude Prevalence,21.68,,,20.51,22.87,,25531,59,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GF,ALLRACE,RFAPAR,RFTOT,,
2016,2017,OH,Ohio,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,All races,All participants,Total,%,Crude Prevalence,25.82,,,22,29.94,,1050,39,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,ALLRACE,RFAPAR,RFTOT,POINT (-82.4042600559996 40.0602101410004),
2016,2017,MN,Minnesota,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",Pediatrician or other general doctor?s office,0-17 years,Male,"Black, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,27,TUTL,CPTYP,CHPTYP,RPED,,AGE017,GM,BLK,RFAPAR,RFTOT,POINT (-94.7942005029996 46.3556487360004),
2016,2017,MT,Montana,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,"White, non-Hispanic",All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,30,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,WHT,RFAPAR,RFTOT,POINT (-109.424420644999 47.0665289720004),
2016,2017,MT,Montana,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,Male,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,30,TUTL,CNEED,CHNEED,RYES,,AGE017,GM,OTH,RFAPAR,RFTOT,POINT (-109.424420644999 47.0665289720004),
2016,2017,AR,Arkansas,NSCH,Service Utilization,Need,Percentage of children who needed vision care in the past 12 months but did not receive it,Yes,0-17 years,All genders,Other,All participants,Total,%,Crude Prevalence,,#,Value suppressed,,,,,5,TUTL,CNEED,CHNEED,RYES,,AGE017,GALL,OTH,RFAPAR,RFTOT,POINT (-92.2744907429996 34.7486501240004),
2016,2017,IN,Indiana,NSCH,Service Utilization,Provider Type,"Percentage of children who have ever had their vision tested with pictures, shapes, or letters at eye doctor or specialist, pediatrician/general doctor's office, clinic or health, school, or other",School,0-17 years,All genders,"Hispanic, any race",All participants,Total,%,Crude Prevalence,26.03,,,15.15,39.59,,66,18,TUTL,CPTYP,CHPTYP,RSCHL,,AGE017,GALL,HISP,RFAPAR,RFTOT,POINT (-86.1499601939996 39.7669104520004),
